"STATION","DATE","TMAX"
"USW00023174","2017-05-10","  200"
"USW00023174","2017-05-11","  194"
"USW00023174","2017-05-12","  194"
"USW00023174","2017-05-13","  211"
"USW00023174","2017-05-14","  217"
"USW00023174","2017-05-15","  183"
"USW00023174","2017-05-16","  183"
"USW00023174","2017-05-17","  189"
"USW00023174","2017-05-18","  206"
"USW00023174","2017-05-19","  272"
"USW00023174","2017-05-20","  306"
"USW00023174","2017-05-21","  233"
"USW00023174","2017-05-22","  206"
"USW00023174","2017-05-23","  228"
"USW00023174","2017-05-24","  194"
"USW00023174","2017-05-25","  189"
"USW00023174","2017-05-26","  206"
"USW00023174","2017-05-27","  200"
"USW00023174","2017-05-28","  206"
"USW00023174","2017-05-29","  200"
"USW00023174","2017-05-30","  194"
"USW00023174","2017-05-31","  189"
"USW00023174","2017-06-01","  211"
"USW00023174","2017-06-02","  206"
"USW00023174","2017-06-03","  217"
"USW00023174","2017-06-04","  194"
"USW00023174","2017-06-05","  217"
"USW00023174","2017-06-06","  200"
"USW00023174","2017-06-07","  206"
"USW00023174","2017-06-08","  200"
"USW00023174","2017-06-09","  217"
"USW00023174","2017-06-10","  206"
"USW00023174","2017-06-11","  206"
"USW00023174","2017-06-12","  217"
"USW00023174","2017-06-13","  222"
"USW00023174","2017-06-14","  244"
"USW00023174","2017-06-15","  256"
"USW00023174","2017-06-16","  250"
"USW00023174","2017-06-17","  239"
"USW00023174","2017-06-18","  233"
"USW00023174","2017-06-19","  233"
"USW00023174","2017-06-20","  222"
"USW00023174","2017-06-21","  228"
"USW00023174","2017-06-22","  239"
"USW00023174","2017-06-23","  211"
"USW00023174","2017-06-24","  217"
"USW00023174","2017-06-25","  250"
"USW00023174","2017-06-26","  278"
"USW00023174","2017-06-27","  256"
"USW00023174","2017-06-28","  222"
"USW00023174","2017-06-29","  233"
"USW00023174","2017-06-30","  228"
"USW00023174","2017-07-01","  222"
"USW00023174","2017-07-02","  244"
"USW00023174","2017-07-03","  233"
"USW00023174","2017-07-04","  239"
"USW00023174","2017-07-05","  244"
"USW00023174","2017-07-06","  244"
"USW00023174","2017-07-07","  283"
"USW00023174","2017-07-08","  300"
"USW00023174","2017-07-09","  311"
"USW00023174","2017-07-10","  289"
"USW00023174","2017-07-11","  250"
"USW00023174","2017-07-12","  239"
"USW00023174","2017-07-13","  239"
"USW00023174","2017-07-14","  228"
"USW00023174","2017-07-15","  267"
"USW00023174","2017-07-16","  272"
"USW00023174","2017-07-17","  250"
"USW00023174","2017-07-18","  256"
"USW00023174","2017-07-19","  256"
"USW00023174","2017-07-20","  267"
"USW00023174","2017-07-21","  250"
"USW00023174","2017-07-22","  250"
"USW00023174","2017-07-23","  250"
"USW00023174","2017-07-24","  250"
"USW00023174","2017-07-25","  250"
"USW00023174","2017-07-26","  244"
"USW00023174","2017-07-27","  250"
"USW00023174","2017-07-28","  239"
"USW00023174","2017-07-29","  250"
"USW00023174","2017-07-30","  244"
"USW00023174","2017-07-31","  233"
"USW00023174","2017-08-01","  278"
"USW00023174","2017-08-02","  300"
"USW00023174","2017-08-03","  289"
"USW00023174","2017-08-04","  261"
"USW00023174","2017-08-05","  256"
"USW00023174","2017-08-06","  256"
"USW00023174","2017-08-07","  244"
"USW00023174","2017-08-08","  256"
"USW00023174","2017-08-09","  239"
"USW00023174","2017-08-10","  244"
"USW00023174","2017-08-11","  228"
"USW00023174","2017-08-12","  244"
"USW00023174","2017-08-13","  244"
"USW00023174","2017-08-14","  239"
"USW00023174","2017-08-15","  233"
"USW00023174","2017-08-16","  239"
"USW00023174","2017-08-17","  239"
"USW00023174","2017-08-18","  239"
"USW00023174","2017-08-19","  233"
"USW00023174","2017-08-20","  244"
"USW00023174","2017-08-21","  244"
"USW00023174","2017-08-22","  239"
"USW00023174","2017-08-23","  233"
"USW00023174","2017-08-24","  228"
"USW00023174","2017-08-25","  233"
"USW00023174","2017-08-26","  239"
"USW00023174","2017-08-27","  228"
"USW00023174","2017-08-28","  244"
"USW00023174","2017-08-29","  283"
"USW00023174","2017-08-30","  283"
"USW00023174","2017-08-31","  339"
"USW00023174","2017-09-01","  333"
"USW00023174","2017-09-02","  350"
"USW00023174","2017-09-03","  361"
"USW00023174","2017-09-04","  261"
"USW00023174","2017-09-05","  256"
"USW00023174","2017-09-06","  239"
"USW00023174","2017-09-07","  250"
"USW00023174","2017-09-08","  250"
"USW00023174","2017-09-09","  244"
"USW00023174","2017-09-10","  278"
"USW00023174","2017-09-11","  294"
"USW00023174","2017-09-12","  233"
"USW00023174","2017-09-13","  233"
"USW00023174","2017-09-14","  233"
"USW00023174","2017-09-15","  233"
"USW00023174","2017-09-16","  244"
"USW00023174","2017-09-17","  228"
"USW00023174","2017-09-18","  228"
"USW00023174","2017-09-19","  239"
"USW00023174","2017-09-20","  250"
"USW00023174","2017-09-21","  217"
"USW00023174","2017-09-22","  222"
"USW00023174","2017-09-23","  222"
"USW00023174","2017-09-24","  267"
"USW00023174","2017-09-25","  294"
"USW00023174","2017-09-26","  272"
"USW00023174","2017-09-27","  256"
"USW00023174","2017-09-28","  256"
"USW00023174","2017-09-29","  256"
"USW00023174","2017-09-30","  244"
"USW00023174","2017-10-01","  239"
"USW00023174","2017-10-02","  239"
"USW00023174","2017-10-03","  228"
"USW00023174","2017-10-04","  233"
"USW00023174","2017-10-05","  256"
"USW00023174","2017-10-06","  300"
"USW00023174","2017-10-07","  306"
"USW00023174","2017-10-08","  256"
"USW00023174","2017-10-09","  289"
"USW00023174","2017-10-10","  256"
"USW00023174","2017-10-11","  211"
"USW00023174","2017-10-12","  217"
"USW00023174","2017-10-13","  222"
"USW00023174","2017-10-14","  256"
"USW00023174","2017-10-15","  350"
"USW00023174","2017-10-16","  322"
"USW00023174","2017-10-17","  317"
"USW00023174","2017-10-18","  267"
"USW00023174","2017-10-19","  228"
"USW00023174","2017-10-20","  217"
"USW00023174","2017-10-21","  244"
"USW00023174","2017-10-22","  306"
"USW00023174","2017-10-23","  383"
"USW00023174","2017-10-24","  400"
"USW00023174","2017-10-25","  378"
"USW00023174","2017-10-26","  322"
"USW00023174","2017-10-27","  250"
"USW00023174","2017-10-28","  211"
"USW00023174","2017-10-29","  217"
"USW00023174","2017-10-30","  206"
"USW00023174","2017-10-31","  206"
"USW00023174","2017-11-01","  206"
"USW00023174","2017-11-02","  200"
"USW00023174","2017-11-03","  217"
"USW00023174","2017-11-04","  206"
"USW00023174","2017-11-05","  206"
"USW00023174","2017-11-06","  206"
"USW00023174","2017-11-07","  222"
"USW00023174","2017-11-08","  233"
"USW00023174","2017-11-09","  211"
"USW00023174","2017-11-10","  206"
"USW00023174","2017-11-11","  211"
"USW00023174","2017-11-12","  200"
"USW00023174","2017-11-13","  211"
"USW00023174","2017-11-14","  233"
"USW00023174","2017-11-15","  244"
"USW00023174","2017-11-16","  244"
"USW00023174","2017-11-17","  211"
"USW00023174","2017-11-18","  244"
"USW00023174","2017-11-19","  244"
"USW00023174","2017-11-20","  222"
"USW00023174","2017-11-21","  261"
"USW00023174","2017-11-22","  344"
"USW00023174","2017-11-23","  328"
"USW00023174","2017-11-24","  278"
"USW00023174","2017-11-25","  278"
"USW00023174","2017-11-26","  183"
"USW00023174","2017-11-27","  194"
"USW00023174","2017-11-28","  250"
"USW00023174","2017-11-29","  233"
"USW00023174","2017-11-30","  222"
"USW00023174","2017-12-01","  206"
"USW00023174","2017-12-02","  217"
"USW00023174","2017-12-03","  194"
"USW00023174","2017-12-04","  228"
"USW00023174","2017-12-05","  233"
"USW00023174","2017-12-06","  239"
"USW00023174","2017-12-07","  267"
"USW00023174","2017-12-08","  256"
"USW00023174","2017-12-09","  300"
"USW00023174","2017-12-10","  294"
"USW00023174","2017-12-11","  283"
"USW00023174","2017-12-12","  278"
"USW00023174","2017-12-13","  267"
"USW00023174","2017-12-14","  222"
"USW00023174","2017-12-15","  272"
"USW00023174","2017-12-16","  189"
"USW00023174","2017-12-17","  233"
"USW00023174","2017-12-18","  222"
"USW00023174","2017-12-19","  194"
"USW00023174","2017-12-20","  156"
"USW00023174","2017-12-21","  167"
"USW00023174","2017-12-22","  178"
"USW00023174","2017-12-23","  183"
"USW00023174","2017-12-24","  217"
"USW00023174","2017-12-25","  194"
"USW00023174","2017-12-26","  178"
"USW00023174","2017-12-27","  233"
"USW00023174","2017-12-28","  222"
"USW00023174","2017-12-29","  261"
"USW00023174","2017-12-30","  200"
"USW00023174","2017-12-31","  183"
"USW00023174","2018-01-01","  194"
"USW00023174","2018-01-02","  244"
"USW00023174","2018-01-03","  244"
"USW00023174","2018-01-04","  233"
"USW00023174","2018-01-05","  206"
"USW00023174","2018-01-06","  178"
"USW00023174","2018-01-07","  206"
"USW00023174","2018-01-08","  194"
"USW00023174","2018-01-09","  172"
"USW00023174","2018-01-10","  178"
"USW00023174","2018-01-11","  194"
"USW00023174","2018-01-12","  194"
"USW00023174","2018-01-13","  300"
"USW00023174","2018-01-14","  283"
"USW00023174","2018-01-15","  178"
"USW00023174","2018-01-16","  200"
"USW00023174","2018-01-17","  233"
"USW00023174","2018-01-18","  222"
"USW00023174","2018-01-19","  172"
"USW00023174","2018-01-20","  172"
"USW00023174","2018-01-21","  172"
"USW00023174","2018-01-22","  194"
"USW00023174","2018-01-23","  239"
"USW00023174","2018-01-24","  239"
"USW00023174","2018-01-25","  167"
"USW00023174","2018-01-26","  183"
"USW00023174","2018-01-27","  233"
"USW00023174","2018-01-28","  278"
"USW00023174","2018-01-29","  317"
"USW00023174","2018-01-30","  267"
"USW00023174","2018-01-31","  256"
"USW00023174","2018-02-01","  217"
"USW00023174","2018-02-02","  261"
"USW00023174","2018-02-03","  239"
"USW00023174","2018-02-04","  244"
"USW00023174","2018-02-05","  206"
"USW00023174","2018-02-06","  200"
"USW00023174","2018-02-07","  272"
"USW00023174","2018-02-08","  256"
"USW00023174","2018-02-09","  222"
"USW00023174","2018-02-10","  178"
"USW00023174","2018-02-11","  200"
"USW00023174","2018-02-12","  167"
"USW00023174","2018-02-13","  189"
"USW00023174","2018-02-14","  200"
"USW00023174","2018-02-15","  211"
"USW00023174","2018-02-16","  233"
"USW00023174","2018-02-17","  222"
"USW00023174","2018-02-18","  178"
"USW00023174","2018-02-19","  150"
"USW00023174","2018-02-20","  156"
"USW00023174","2018-02-21","  156"
"USW00023174","2018-02-22","  150"
"USW00023174","2018-02-23","  150"
"USW00023174","2018-02-24","  156"
"USW00023174","2018-02-25","  200"
"USW00023174","2018-02-26","  183"
"USW00023174","2018-02-27","  139"
"USW00023174","2018-02-28","  167"
"USW00023174","2018-03-01","  161"
"USW00023174","2018-03-02","  156"
"USW00023174","2018-03-03","  156"
"USW00023174","2018-03-04","  161"
"USW00023174","2018-03-05","  228"
"USW00023174","2018-03-06","  250"
"USW00023174","2018-03-07","  206"
"USW00023174","2018-03-08","  211"
"USW00023174","2018-03-09","  200"
"USW00023174","2018-03-10","  156"
"USW00023174","2018-03-11","  200"
"USW00023174","2018-03-12","  178"
"USW00023174","2018-03-13","  183"
"USW00023174","2018-03-14","  172"
"USW00023174","2018-03-15","  167"
"USW00023174","2018-03-16","  161"
"USW00023174","2018-03-17","  150"
"USW00023174","2018-03-18","  161"
"USW00023174","2018-03-19","  211"
"USW00023174","2018-03-20","  194"
"USW00023174","2018-03-21","  189"
"USW00023174","2018-03-22","  172"
"USW00023174","2018-03-23","  172"
"USW00023174","2018-03-24","  167"
"USW00023174","2018-03-25","  161"
"USW00023174","2018-03-26","  206"
"USW00023174","2018-03-27","  261"
"USW00023174","2018-03-28","  211"
"USW00023174","2018-03-29","  172"
"USW00023174","2018-03-30","  189"
"USW00023174","2018-03-31","  161"
"USW00023174","2018-04-01","  178"
"USW00023174","2018-04-02","  194"
"USW00023174","2018-04-03","  189"
"USW00023174","2018-04-04","  172"
"USW00023174","2018-04-05","  178"
"USW00023174","2018-04-06","  189"
"USW00023174","2018-04-07","  194"
"USW00023174","2018-04-08","  222"
"USW00023174","2018-04-09","  283"
"USW00023174","2018-04-10","  261"
"USW00023174","2018-04-11","  233"
"USW00023174","2018-04-12","  200"
"USW00023174","2018-04-13","  256"
"USW00023174","2018-04-14","  278"
"USW00023174","2018-04-15","  222"
"USW00023174","2018-04-16","  178"
"USW00023174","2018-04-17","  189"
"USW00023174","2018-04-18","  200"
"USW00023174","2018-04-19","  167"
"USW00023174","2018-04-20","  222"
"USW00023174","2018-04-21","  244"
"USW00023174","2018-04-22","  228"
"USW00023174","2018-04-23","  200"
"USW00023174","2018-04-24","  178"
"USW00023174","2018-04-25","  178"
"USW00023174","2018-04-26","  183"
"USW00023174","2018-04-27","  189"
"USW00023174","2018-04-28","  200"
"USW00023174","2018-04-29","  194"
"USW00023174","2018-04-30","  189"
"USW00023174","2018-05-01","  161"
"USW00023174","2018-05-02","  183"
"USW00023174","2018-05-03","  194"
"USW00023174","2018-05-04","  244"
"USW00023174","2018-05-05","  239"
"USW00023174","2018-05-06","  228"
"USW00023174","2018-05-07","  211"
"USW00023174","2018-05-08","  206"
"USW00023174","2018-05-09","  206"
"USW00023174","2018-05-10","  206"
"USW00023174","2018-05-11","  183"
"USW00023174","2018-05-12","  194"
"USW00023174","2018-05-13","  200"
"USW00023174","2018-05-14","  194"
"USW00023174","2018-05-15","  200"
"USW00023174","2018-05-16","  211"
"USW00023174","2018-05-17","  211"
"USW00023174","2018-05-18","  194"
"USW00023174","2018-05-19","  194"
"USW00023174","2018-05-20","  200"
"USW00023174","2018-05-21","  189"
"USW00023174","2018-05-22","  194"
"USW00023174","2018-05-23","  194"
"USW00023174","2018-05-24","  189"
"USW00023174","2018-05-25","  200"
"USW00023174","2018-05-26","  200"
"USW00023174","2018-05-27","  211"
"USW00023174","2018-05-28","  206"
"USW00023174","2018-05-29","  206"
"USW00023174","2018-05-30","  200"
"USW00023174","2018-05-31","  211"
"USW00023174","2018-06-01","  211"
"USW00023174","2018-06-02","  222"
"USW00023174","2018-06-03","  217"
"USW00023174","2018-06-04","  222"
"USW00023174","2018-06-05","  211"
"USW00023174","2018-06-06","  206"
"USW00023174","2018-06-07","  217"
"USW00023174","2018-06-08","  233"
"USW00023174","2018-06-09","  239"
"USW00023174","2018-06-10","  228"
"USW00023174","2018-06-11","  244"
"USW00023174","2018-06-12","  239"
"USW00023174","2018-06-13","  222"
"USW00023174","2018-06-14","  244"
"USW00023174","2018-06-15","  228"
"USW00023174","2018-06-16","  228"
"USW00023174","2018-06-17","  206"
"USW00023174","2018-06-18","  211"
"USW00023174","2018-06-19","  211"
"USW00023174","2018-06-20","  222"
"USW00023174","2018-06-21","  233"
"USW00023174","2018-06-22","  228"
"USW00023174","2018-06-23","  217"
"USW00023174","2018-06-24","  233"
"USW00023174","2018-06-25","  228"
"USW00023174","2018-06-26","  222"
"USW00023174","2018-06-27","  222"
"USW00023174","2018-06-28","  222"
"USW00023174","2018-06-29","  233"
"USW00023174","2018-06-30","  244"
"USW00023174","2018-07-01","  228"
"USW00023174","2018-07-02","  222"
"USW00023174","2018-07-03","  228"
"USW00023174","2018-07-04","  239"
"USW00023174","2018-07-05","  267"
"USW00023174","2018-07-06","  333"
"USW00023174","2018-07-07","  339"
"USW00023174","2018-07-08","  317"
"USW00023174","2018-07-09","  328"
"USW00023174","2018-07-10","  294"
"USW00023174","2018-07-11","  267"
"USW00023174","2018-07-12","  261"
"USW00023174","2018-07-13","  244"
"USW00023174","2018-07-14","  256"
"USW00023174","2018-07-15","  256"
"USW00023174","2018-07-16","  261"
"USW00023174","2018-07-17","  244"
"USW00023174","2018-07-18","  256"
"USW00023174","2018-07-19","  261"
"USW00023174","2018-07-20","  244"
"USW00023174","2018-07-21","  250"
"USW00023174","2018-07-22","  267"
"USW00023174","2018-07-23","  294"
"USW00023174","2018-07-24","  294"
"USW00023174","2018-07-25","  256"
"USW00023174","2018-07-26","  272"
"USW00023174","2018-07-27","  244"
"USW00023174","2018-07-28","  261"
"USW00023174","2018-07-29","  283"
"USW00023174","2018-07-30","  256"
"USW00023174","2018-07-31","  272"
"USW00023174","2018-08-01","  278"
"USW00023174","2018-08-02","  267"
"USW00023174","2018-08-03","  261"
"USW00023174","2018-08-04","  272"
"USW00023174","2018-08-05","  261"
"USW00023174","2018-08-06","  283"
"USW00023174","2018-08-07","  317"
"USW00023174","2018-08-08","  344"
"USW00023174","2018-08-09","  300"
"USW00023174","2018-08-10","  306"
"USW00023174","2018-08-11","  289"
"USW00023174","2018-08-12","  272"
"USW00023174","2018-08-13","  261"
"USW00023174","2018-08-14","  256"
"USW00023174","2018-08-15","  261"
"USW00023174","2018-08-16","  272"
"USW00023174","2018-08-17","  272"
"USW00023174","2018-08-18","  261"
"USW00023174","2018-08-19","  261"
"USW00023174","2018-08-20","  278"
"USW00023174","2018-08-21","  267"
"USW00023174","2018-08-22","  256"
"USW00023174","2018-08-23","  256"
"USW00023174","2018-08-24","  256"
"USW00023174","2018-08-25","  250"
"USW00023174","2018-08-26","  256"
"USW00023174","2018-08-27","  250"
"USW00023174","2018-08-28","  244"
"USW00023174","2018-08-29","  256"
"USW00023174","2018-08-30","  256"
"USW00023174","2018-08-31","  250"
"USW00023174","2018-09-01","  261"
"USW00023174","2018-09-02","  250"
"USW00023174","2018-09-03","  250"
"USW00023174","2018-09-04","  217"
"USW00023174","2018-09-05","  233"
"USW00023174","2018-09-06","  228"
"USW00023174","2018-09-07","  233"
"USW00023174","2018-09-08","  233"
"USW00023174","2018-09-09","  278"
"USW00023174","2018-09-10","  250"
"USW00023174","2018-09-11","  250"
"USW00023174","2018-09-12","  250"
"USW00023174","2018-09-13","  250"
"USW00023174","2018-09-14","  272"
"USW00023174","2018-09-15","  267"
"USW00023174","2018-09-16","  261"
"USW00023174","2018-09-17","  261"
"USW00023174","2018-09-18","  256"
"USW00023174","2018-09-19","  233"
"USW00023174","2018-09-20","  250"
"USW00023174","2018-09-21","  233"
"USW00023174","2018-09-22","  233"
"USW00023174","2018-09-23","  228"
"USW00023174","2018-09-24","  228"
"USW00023174","2018-09-25","  217"
"USW00023174","2018-09-26","  217"
"USW00023174","2018-09-27","  217"
"USW00023174","2018-09-28","  233"
"USW00023174","2018-09-29","  244"
"USW00023174","2018-09-30","  244"
"USW00023174","2018-10-01","  283"
"USW00023174","2018-10-02","  244"
"USW00023174","2018-10-03","  250"
"USW00023174","2018-10-04","  239"
"USW00023174","2018-10-05","  228"
"USW00023174","2018-10-06","  239"
"USW00023174","2018-10-07","  233"
"USW00023174","2018-10-08","  228"
"USW00023174","2018-10-09","  233"
"USW00023174","2018-10-10","  222"
"USW00023174","2018-10-11","  228"
"USW00023174","2018-10-12","  233"
"USW00023174","2018-10-13","  206"
"USW00023174","2018-10-14","  217"
"USW00023174","2018-10-15","  289"
"USW00023174","2018-10-16","  272"
"USW00023174","2018-10-17","  272"
"USW00023174","2018-10-18","  283"
"USW00023174","2018-10-19","  317"
"USW00023174","2018-10-20","  306"
"USW00023174","2018-10-21","  244"
"USW00023174","2018-10-22","  222"
"USW00023174","2018-10-23","  206"
"USW00023174","2018-10-24","  228"
"USW00023174","2018-10-25","  239"
"USW00023174","2018-10-26","  228"
"USW00023174","2018-10-27","  233"
"USW00023174","2018-10-28","  222"
"USW00023174","2018-10-29","  200"
"USW00023174","2018-10-30","  222"
"USW00023174","2018-10-31","  250"
"USW00023174","2018-11-01","  272"
"USW00023174","2018-11-02","  300"
"USW00023174","2018-11-03","  272"
"USW00023174","2018-11-04","  250"
"USW00023174","2018-11-05","  233"
"USW00023174","2018-11-06","  228"
"USW00023174","2018-11-07","  211"
"USW00023174","2018-11-08","  222"
"USW00023174","2018-11-09","  289"
"USW00023174","2018-11-10","  250"
"USW00023174","2018-11-11","  256"
"USW00023174","2018-11-12","  250"
"USW00023174","2018-11-13","  250"
"USW00023174","2018-11-14","  267"
"USW00023174","2018-11-15","  261"
"USW00023174","2018-11-16","  244"
"USW00023174","2018-11-17","  211"
"USW00023174","2018-11-18","  217"
"USW00023174","2018-11-19","  211"
"USW00023174","2018-11-20","  217"
"USW00023174","2018-11-21","  211"
"USW00023174","2018-11-22","  194"
"USW00023174","2018-11-23","  194"
"USW00023174","2018-11-24","  206"
"USW00023174","2018-11-25","  239"
"USW00023174","2018-11-26","  250"
"USW00023174","2018-11-27","  233"
"USW00023174","2018-11-28","  200"
"USW00023174","2018-11-29","  189"
"USW00023174","2018-11-30","  183"
"USW00023174","2018-12-01","  183"
"USW00023174","2018-12-02","  178"
"USW00023174","2018-12-03","  194"
"USW00023174","2018-12-04","  217"
"USW00023174","2018-12-05","  156"
"USW00023174","2018-12-06","  150"
"USW00023174","2018-12-07","  206"
"USW00023174","2018-12-08","  211"
"USW00023174","2018-12-09","  222"
"USW00023174","2018-12-10","  200"
"USW00023174","2018-12-11","  194"
"USW00023174","2018-12-12","  183"
"USW00023174","2018-12-13","  256"
"USW00023174","2018-12-14","  194"
"USW00023174","2018-12-15","  200"
"USW00023174","2018-12-16","  194"
"USW00023174","2018-12-17","  183"
"USW00023174","2018-12-18","  178"
"USW00023174","2018-12-19","  222"
"USW00023174","2018-12-20","  217"
"USW00023174","2018-12-21","  194"
"USW00023174","2018-12-22","  183"
"USW00023174","2018-12-23","  178"
"USW00023174","2018-12-24","  172"
"USW00023174","2018-12-25","  194"
"USW00023174","2018-12-26","  183"
"USW00023174","2018-12-27","  194"
"USW00023174","2018-12-28","  161"
"USW00023174","2018-12-29","  161"
"USW00023174","2018-12-30","  172"
"USW00023174","2018-12-31","  178"
"USW00023174","2019-01-01","  167"
"USW00023174","2019-01-02","  161"
"USW00023174","2019-01-03","  189"
"USW00023174","2019-01-04","  172"
"USW00023174","2019-01-05","  144"
"USW00023174","2019-01-06","  150"
"USW00023174","2019-01-07","  156"
"USW00023174","2019-01-08","  217"
"USW00023174","2019-01-09","  172"
"USW00023174","2019-01-10","  161"
"USW00023174","2019-01-11","  183"
"USW00023174","2019-01-12","  161"
"USW00023174","2019-01-13","  161"
"USW00023174","2019-01-14","  139"
"USW00023174","2019-01-15","  150"
"USW00023174","2019-01-16","  161"
"USW00023174","2019-01-17","  161"
"USW00023174","2019-01-18","  178"
"USW00023174","2019-01-19","  244"
"USW00023174","2019-01-20","  211"
"USW00023174","2019-01-21","  167"
"USW00023174","2019-01-22","  183"
"USW00023174","2019-01-23","  183"
"USW00023174","2019-01-24","  256"
"USW00023174","2019-01-25","  239"
"USW00023174","2019-01-26","  233"
"USW00023174","2019-01-27","  228"
"USW00023174","2019-01-28","  211"
"USW00023174","2019-01-29","  200"
"USW00023174","2019-01-30","  178"
"USW00023174","2019-01-31","  156"
"USW00023174","2019-02-01","  172"
"USW00023174","2019-02-02","  156"
"USW00023174","2019-02-03","  150"
"USW00023174","2019-02-04","  156"
"USW00023174","2019-02-05","  133"
"USW00023174","2019-02-06","  128"
"USW00023174","2019-02-07","  161"
"USW00023174","2019-02-08","  161"
"USW00023174","2019-02-09","  144"
"USW00023174","2019-02-10","  144"
"USW00023174","2019-02-11","  150"
"USW00023174","2019-02-12","  200"
"USW00023174","2019-02-13","  161"
"USW00023174","2019-02-14","  172"
"USW00023174","2019-02-15","  156"
"USW00023174","2019-02-16","  150"
"USW00023174","2019-02-17","  133"
"USW00023174","2019-02-18","  150"
"USW00023174","2019-02-19","  144"
"USW00023174","2019-02-20","  144"
"USW00023174","2019-02-21","  139"
"USW00023174","2019-02-22","  156"
"USW00023174","2019-02-23","  161"
"USW00023174","2019-02-24","  178"
"USW00023174","2019-02-25","  183"
"USW00023174","2019-02-26","  167"
"USW00023174","2019-02-27","  172"
"USW00023174","2019-02-28","  178"
"USW00023174","2019-03-01","  167"
"USW00023174","2019-03-02","  167"
"USW00023174","2019-03-03","  150"
"USW00023174","2019-03-04","  161"
"USW00023174","2019-03-05","  167"
"USW00023174","2019-03-06","  161"
"USW00023174","2019-03-07","  156"
"USW00023174","2019-03-08","  150"
"USW00023174","2019-03-09","  161"
"USW00023174","2019-03-10","  156"
"USW00023174","2019-03-11","  194"
"USW00023174","2019-03-12","  200"
"USW00023174","2019-03-13","  200"
"USW00023174","2019-03-14","  211"
"USW00023174","2019-03-15","  233"
"USW00023174","2019-03-16","  256"
"USW00023174","2019-03-17","  272"
"USW00023174","2019-03-18","  228"
"USW00023174","2019-03-19","  183"
"USW00023174","2019-03-20","  189"
"USW00023174","2019-03-21","  167"
"USW00023174","2019-03-22","  183"
"USW00023174","2019-03-23","  183"
"USW00023174","2019-03-24","  189"
"USW00023174","2019-03-25","  200"
"USW00023174","2019-03-26","  194"
"USW00023174","2019-03-27","  194"
"USW00023174","2019-03-28","  189"
"USW00023174","2019-03-29","  211"
"USW00023174","2019-03-30","  228"
"USW00023174","2019-03-31","  272"
"USW00023174","2019-04-01","  272"
"USW00023174","2019-04-02","  206"
"USW00023174","2019-04-03","  194"
"USW00023174","2019-04-04","  189"
"USW00023174","2019-04-05","  189"
"USW00023174","2019-04-06","  194"
"USW00023174","2019-04-07","  233"
"USW00023174","2019-04-08","  261"
"USW00023174","2019-04-09","  250"
"USW00023174","2019-04-10","  233"
"USW00023174","2019-04-11","  211"
"USW00023174","2019-04-12","  228"
"USW00023174","2019-04-13","  222"
"USW00023174","2019-04-14","  178"
"USW00023174","2019-04-15","  172"
"USW00023174","2019-04-16","  183"
"USW00023174","2019-04-17","  222"
"USW00023174","2019-04-18","  228"
"USW00023174","2019-04-19","  172"
"USW00023174","2019-04-20","  178"
"USW00023174","2019-04-21","  189"
"USW00023174","2019-04-22","  189"
"USW00023174","2019-04-23","  222"
"USW00023174","2019-04-24","  222"
"USW00023174","2019-04-25","  200"
"USW00023174","2019-04-26","  183"
"USW00023174","2019-04-27","  183"
"USW00023174","2019-04-28","  189"
"USW00023174","2019-04-29","  194"
"USW00023174","2019-04-30","  189"
"USW00023174","2019-05-01","  194"
"USW00023174","2019-05-02","  194"
"USW00023174","2019-05-03","  200"
"USW00023174","2019-05-04","  200"
"USW00023174","2019-05-05","  194"
"USW00023174","2019-05-06","  194"
"USW00023174","2019-05-07","  189"
"USW00023174","2019-05-08","  183"
"USW00023174","2019-05-09","  178"
"USW00023174","2019-05-10","  217"
"USW00023174","2019-05-11","  222"
"USW00023174","2019-05-12","  228"
"USW00023174","2019-05-13","  200"
"USW00023174","2019-05-14","  200"
"USW00023174","2019-05-15","  194"
"USW00023174","2019-05-16","  200"
"USW00023174","2019-05-17","  200"
"USW00023174","2019-05-18","  211"
"USW00023174","2019-05-19","  178"
"USW00023174","2019-05-20","  194"
"USW00023174","2019-05-21","  189"
"USW00023174","2019-05-22","  194"
"USW00023174","2019-05-23","  183"
"USW00023174","2019-05-24","  200"
"USW00023174","2019-05-25","  194"
"USW00023174","2019-05-26","  167"
"USW00023174","2019-05-27","  189"
"USW00023174","2019-05-28","  194"
"USW00023174","2019-05-29","  206"
"USW00023174","2019-05-30","  200"
"USW00023174","2019-05-31","  194"
"USW00023174","2019-06-01","  189"
"USW00023174","2019-06-02","  194"
"USW00023174","2019-06-03","  206"
"USW00023174","2019-06-04","  206"
"USW00023174","2019-06-05","  211"
"USW00023174","2019-06-06","  206"
"USW00023174","2019-06-07","  206"
"USW00023174","2019-06-08","  222"
"USW00023174","2019-06-09","  222"
"USW00023174","2019-06-10","  267"
"USW00023174","2019-06-11","  244"
"USW00023174","2019-06-12","  222"
"USW00023174","2019-06-13","  206"
"USW00023174","2019-06-14","  211"
"USW00023174","2019-06-15","  222"
"USW00023174","2019-06-16","  211"
"USW00023174","2019-06-17","  211"
"USW00023174","2019-06-18","  217"
"USW00023174","2019-06-19","  222"
"USW00023174","2019-06-20","  211"
"USW00023174","2019-06-21","  211"
"USW00023174","2019-06-22","  222"
"USW00023174","2019-06-23","  217"
"USW00023174","2019-06-24","  206"
